Vibronics version 0
Yifan Shen 2021

Echo of user command line input:
/home-4/yshen57@jhu.edu/Software/Mine/vibronics/tools/eig/eig.exe -a alpha.txt -b beta.txt

Sat Apr 10 20:54:39 2021

Ground state energy = 26176.40 cm^-1
ΔE / cm^-1    convergence    amplitude     strength    normalized strength
      0.00       0.000000    -0.053909     0.002906     0.073076
    530.20       0.000000     0.044278     0.001961     0.049298
    898.80       0.000000     0.040324     0.001626     0.040885
   1060.38      -0.000000    -0.024843     0.000617     0.015518
   1240.42       0.000000     0.022859     0.000523     0.013139
   1384.47      -0.000000     0.010220     0.000104     0.002626
   1388.26      -0.000000     0.013938     0.000194     0.004885
   1428.98       0.000000    -0.033069     0.001094     0.027497
   1443.09       0.000000     0.181291     0.032866     0.826408
   1546.69       0.000000     0.034060     0.001160     0.029170
   1595.89       0.000000    -0.010546     0.000111     0.002797
   1647.07      -0.000000    -0.027919     0.000779     0.019600
   1770.58      -0.000000    -0.018750     0.000352     0.008840
   1797.51       0.000000    -0.017898     0.000320     0.008054
   1914.68       0.000000    -0.007852     0.000062     0.001550
   1918.46       0.000000     0.012611     0.000159     0.003999
   1959.17      -0.000000    -0.018527     0.000343     0.008631
   1973.27       0.000000    -0.151305     0.022893     0.575637
   2076.86      -0.000000    -0.029042     0.000843     0.021208
   2139.18       0.000000     0.017575     0.000309     0.007767
   2177.24      -0.000000     0.022899     0.000524     0.013185
   2283.22      -0.000000    -0.006485     0.000042     0.001058
   2287.07      -0.000000    -0.010282     0.000106     0.002658
   2300.80      -0.000000    -0.010505     0.000110     0.002775
   2327.69      -0.000000     0.014682     0.000216     0.005420
   2341.82       0.000000    -0.165211     0.027295     0.686309
   2444.86      -0.000000    -0.004069     0.000017     0.000416
   2445.43      -0.000000    -0.032919     0.001084     0.027248
   2448.66       0.000000    -0.007775     0.000060     0.001520
   2494.65      -0.000000     0.007867     0.000062     0.001556
   2503.48       0.000000     0.086326     0.007452     0.187381
   2545.79      -0.000000    -0.021363     0.000456     0.011476
   2607.08       0.000000     0.016929     0.000287     0.007206
   2624.85      -0.000000     0.004081     0.000017     0.000419
   2628.67      -0.000000     0.006016     0.000036     0.000910
   2669.37      -0.000000    -0.014410     0.000208     0.005221
   2683.47      -0.000000    -0.081506     0.006643     0.167042
   2696.19       0.000000     0.004717     0.000022     0.000560
   2707.46      -0.000000     0.012825     0.000164     0.004136
   2772.72      -0.000000     0.002532     0.000006     0.000161
   2787.09      -0.000000     0.015507     0.000240     0.006046
   2813.37       0.000000    -0.004802     0.000023     0.000580
   2817.23       0.000000     0.009321     0.000087     0.002184
   2831.35      -0.000000     0.046563     0.002168     0.054517
   2836.26       0.000000     0.004485     0.000020     0.000506
   2857.85      -0.000000     0.008208     0.000067     0.001694
   2870.82      -0.000000     0.022339     0.000499     0.012547
   2871.99       0.000000     0.137480     0.018901     0.475248
   2887.42      -0.000000    -0.011086     0.000123     0.003090
   2934.96       0.000000     0.008796     0.000077     0.001946
   2958.19      -0.000000     0.007881     0.000062     0.001562
   2975.60       0.000000    -0.027867     0.000777     0.019526
   2980.34      -0.000000     0.001540     0.000002     0.000060
   2983.73       0.000000     0.176255     0.031066     0.781137
   2984.15       0.000000    -0.003603     0.000013     0.000327
   3031.45       0.000000    -0.005305     0.000028     0.000708
   3035.34       0.000000    -0.007950     0.000063     0.001589
   3037.89      -0.000000     0.008042     0.000065     0.001626
   3038.98       0.000000     0.037319     0.001393     0.035020
   3053.36      -0.000000     0.088644     0.007858     0.197581
   3075.93       0.000000    -0.017548     0.000308     0.007743
   3090.10       0.000000    -0.095620     0.009143     0.229902
   3142.57       0.000000     0.007471     0.000056     0.001404
   3155.03       0.000000     0.003095     0.000010     0.000241
   3158.84       0.000000    -0.005438     0.000030     0.000744
   3181.86       0.000000    -0.001973     0.000004     0.000098
   3185.79       0.000000     0.004473     0.000020     0.000503
   3193.68       0.000000     0.018077     0.000327     0.008217
   3199.55       0.000000    -0.008053     0.000065     0.001631
   3213.66       0.000000    -0.067991     0.004623     0.116236
   3226.33       0.000000     0.003899     0.000015     0.000382
   3240.46       0.000000    -0.092812     0.008614     0.216595
   3242.92       0.000000     0.005424     0.000029     0.000740
   3294.51       0.000000     0.009426     0.000089     0.002234
   3302.91       0.000000    -0.002154     0.000005     0.000117
   3317.25       0.000000    -0.013188     0.000174     0.004373
   3343.57       0.000000    -0.002429     0.000006     0.000148
   3344.08       0.000000     0.019598     0.000384     0.009658
   3347.42       0.000000     0.005756     0.000033     0.000833
   3361.53       0.000000     0.042882     0.001839     0.046237
   3393.31       0.000000    -0.003514     0.000012     0.000311
   3400.62       0.000000    -0.015926     0.000254     0.006377
   3401.00       0.000000     0.017609     0.000310     0.007797
   3402.18       0.000000    -0.078216     0.006118     0.153826
   3417.58       0.000000     0.009090     0.000083     0.002078
   3444.38       0.000000    -0.009775     0.000096     0.002403
   3465.13       0.000000     0.008253     0.000068     0.001713
   3488.36       0.000000    -0.006460     0.000042     0.001049
   3505.78       0.000000     0.016101     0.000259     0.006518
   3513.91       0.000000     0.150128     0.022539     0.566720
   3523.58       0.000000    -0.002621     0.000007     0.000173
   3527.44       0.000000     0.004556     0.000021     0.000522
   3561.63       0.000000    -0.004048     0.000016     0.000412
   3565.51       0.000000    -0.007213     0.000052     0.001308
   3568.05       0.000000     0.006615     0.000044     0.001100
   3582.18       0.000000     0.075096     0.005639     0.141799
   3583.54       0.000000     0.077085     0.005942     0.149410
   3606.11       0.000000     0.009828     0.000097     0.002429
   3620.27       0.000000    -0.079649     0.006344     0.159518
   3671.47       0.000000    -0.001564     0.000002     0.000061
   3685.23       0.000000    -0.001544     0.000002     0.000060
   3685.80       0.000000    -0.015144     0.000229     0.005766
   3689.05       0.000000     0.003360     0.000011     0.000284
   3712.01       0.000000    -0.001349     0.000002     0.000046
   3715.94       0.000000     0.004072     0.000017     0.000417
   3723.84       0.000000     0.015387     0.000237     0.005953
   3730.07       0.000000    -0.041931     0.001758     0.044209
   3735.02       0.000000     0.003430     0.000012     0.000296
   3743.85       0.000000     0.038739     0.001501     0.037735
   3756.49       0.000000     0.002211     0.000005     0.000123
   3769.47       0.000000     0.020007     0.000400     0.010065
   3770.60       0.000000    -0.076966     0.005924     0.148951
   3786.08       0.000000    -0.008724     0.000076     0.001914
   3824.67       0.000000    -0.007764     0.000060     0.001516
   3833.10       0.000000     0.001217     0.000001     0.000037
   3833.69       0.000000    -0.008396     0.000070     0.001772
   3847.45       0.000000    -0.007673     0.000059     0.001480
   3856.85       0.000000    -0.007709     0.000059     0.001494
   3874.23       0.000000    -0.016409     0.000269     0.006770
   3882.29       0.000000    -0.199424     0.039770     1.000000
   3882.90       0.000000    -0.002760     0.000008     0.000191
   3891.73       0.000000     0.026935     0.000725     0.018242
   3930.07       0.000000    -0.003534     0.000012     0.000314
   3930.80       0.000000     0.013063     0.000171     0.004291
   3931.21       0.000000     0.009635     0.000093     0.002334
   3934.04       0.000000     0.006083     0.000037     0.000930
   3936.54       0.000000     0.002329     0.000005     0.000136
   3937.65       0.000000     0.033639     0.001132     0.028454
   3947.76       0.000000    -0.005009     0.000025     0.000631
   3951.97       0.000000    -0.104746     0.010972     0.275877
   3974.51       0.000000     0.008205     0.000067     0.001693
   3988.62       0.000000    -0.088846     0.007894     0.198481
   3995.34       0.000000    -0.005269     0.000028     0.000698
   4013.10       0.000000    -0.001027     0.000001     0.000027
   4018.56       0.000000    -0.003603     0.000013     0.000326
   4041.25       0.000000     0.006987     0.000049     0.001228
   4044.12       0.000000    -0.087485     0.007654     0.192446
   4053.74       0.000000    -0.001911     0.000004     0.000092
   4057.62       0.000000    -0.004136     0.000017     0.000430
   4071.71       0.000000    -0.021259     0.000452     0.011364
   4084.45       0.000000     0.001155     0.000001     0.000034
   4091.82       0.000000    -0.002122     0.000005     0.000113
   4092.27       0.000000     0.017711     0.000314     0.007888
   4095.69       0.000000    -0.004435     0.000020     0.000494
   4098.21       0.000000    -0.003747     0.000014     0.000353
   4111.17       0.000000     0.009691     0.000094     0.002361
   4112.33       0.000000    -0.062748     0.003937     0.099001
   4113.74       0.000000    -0.045500     0.002070     0.052056
   4138.94       0.000000    -0.034618     0.001198     0.030134
   4141.56       0.000000    -0.004149     0.000017     0.000433
   4150.44       0.000000    -0.045270     0.002049     0.051530
   4175.33       0.000000    -0.004042     0.000016     0.000411
   4193.12       0.000000    -0.007313     0.000053     0.001345
   4198.54       0.000000    -0.003582     0.000013     0.000323
   4201.64       0.000000    -0.001295     0.000002     0.000042
   4215.96       0.000000     0.012769     0.000163     0.004100
   4224.06       0.000000    -0.085054     0.007234     0.181898
   4224.53       0.000000     0.001855     0.000003     0.000086
   4242.61       0.000000    -0.007078     0.000050     0.001260
   4246.11       0.000000     0.003183     0.000010     0.000255
   4247.87       0.000000     0.012024     0.000145     0.003635
   4254.02       0.000000     0.009133     0.000083     0.002097
   4259.06       0.000000    -0.005748     0.000033     0.000831
   4260.25       0.000000     0.038374     0.001473     0.037026
   4271.69       0.000000    -0.002349     0.000006     0.000139
   4275.85       0.000000    -0.002109     0.000004     0.000112
   4279.35       0.000000     0.016696     0.000279     0.007009
   4293.71       0.000000     0.043423     0.001886     0.047412
   4299.62       0.000000    -0.018298     0.000335     0.008419
   4299.65       0.000000     0.002322     0.000005     0.000136
   4300.77       0.000000    -0.043823     0.001920     0.048289
   4316.24       0.000000    -0.006712     0.000045     0.001133
   4330.91       0.000000    -0.040432     0.001635     0.041105
   4342.89       0.000000    -0.002944     0.000009     0.000218
   4346.44       0.000000     0.001968     0.000004     0.000097
   4354.85       0.000000     0.004427     0.000020     0.000493
   4363.86       0.000000     0.007831     0.000061     0.001542
   4371.96       0.000000     0.044831     0.002010     0.050536
   4382.94       0.000000     0.003385     0.000011     0.000288
   4387.01       0.000000     0.006236     0.000039     0.000978
   4404.39       0.000000    -0.009384     0.000088     0.002214
   4412.46       0.000000     0.168935     0.028539     0.717597
   4419.70       0.000000     0.001536     0.000002     0.000059
   4426.16       0.000000    -0.001991     0.000004     0.000100
   4427.23       0.000000    -0.012748     0.000163     0.004087
   4433.88       0.000000    -0.008111     0.000066     0.001654
   4436.97       0.000000    -0.015842     0.000251     0.006311
   4441.59       0.000000    -0.022591     0.000510     0.012833
   4460.19       0.000000     0.002570     0.000007     0.000166
   4461.00       0.000000     0.007312     0.000053     0.001344
   4464.20       0.000000     0.005480     0.000030     0.000755
   4466.64       0.000000    -0.001185     0.000001     0.000035
   4466.69       0.000000    -0.004268     0.000018     0.000458
   4478.36       0.000000    -0.027589     0.000761     0.019139
   4480.73       0.000000     0.042575     0.001813     0.045578
   4482.12       0.000000     0.090170     0.008131     0.204442
   4483.23       0.000000     0.002657     0.000007     0.000178
   4504.64       0.000000     0.004715     0.000022     0.000559
   4506.45       0.000000    -0.010566     0.000112     0.002807
   4517.67       0.000000    -0.011750     0.000138     0.003471
   4518.72       0.000000     0.073785     0.005444     0.136893
   4530.82       0.000000    -0.002537     0.000006     0.000162
   4535.10       0.000000     0.003492     0.000012     0.000307
   4554.05       0.000000     0.001457     0.000002     0.000053
   4579.61       0.000000    -0.038607     0.001491     0.037479
   4581.92       0.000000    -0.005207     0.000027     0.000682
   4584.40       0.000000     0.009108     0.000083     0.002086
   4587.80       0.000000     0.002589     0.000007     0.000168
   4597.87       0.000000    -0.063306     0.004008     0.100771
   4601.88       0.000000     0.019499     0.000380     0.009560
   4605.03       0.000000    -0.004151     0.000017     0.000433
   4614.60       0.000000    -0.001056     0.000001     0.000028
   4622.39       0.000000    -0.014929     0.000223     0.005604
   4628.70       0.000000     0.021544     0.000464     0.011671
   4630.54       0.000000    -0.095609     0.009141     0.229847
   4631.19       0.000000     0.002073     0.000004     0.000108
   4633.66       0.000000    -0.001706     0.000003     0.000073
   4641.04       0.000000    -0.007383     0.000055     0.001371
   4641.34       0.000000    -0.007810     0.000061     0.001534
   4642.48       0.000000    -0.035849     0.001285     0.032315
   4649.23       0.000000    -0.020413     0.000417     0.010478
   4667.94       0.000000     0.009960     0.000099     0.002494
   4669.02       0.000000    -0.028756     0.000827     0.020793
   4673.99       0.000000    -0.066799     0.004462     0.112196
   4678.46       0.000000    -0.001390     0.000002     0.000049
   4682.77       0.000000     0.001964     0.000004     0.000097
   4684.55       0.000000     0.003175     0.000010     0.000254
   4685.89       0.000000     0.019415     0.000377     0.009478
   4700.19       0.000000     0.047328     0.002240     0.056323
   4705.50       0.000000     0.003911     0.000015     0.000385
   4722.86       0.000000    -0.005664     0.000032     0.000807
   4728.71       0.000000     0.002950     0.000009     0.000219
   4732.34       0.000000    -0.005149     0.000027     0.000667
   4735.29       0.000000     0.028098     0.000789     0.019851
   4736.16       0.000000     0.024396     0.000595     0.014965
   4746.14       0.000000    -0.007044     0.000050     0.001247
   4754.22       0.000000     0.071687     0.005139     0.129220
   4755.37       0.000000    -0.003992     0.000016     0.000401
   4769.48       0.000000     0.016597     0.000275     0.006926
   4772.75       0.000000     0.006802     0.000046     0.001163
   4780.70       0.000000    -0.141423     0.020000     0.502900
   4784.75       0.000000     0.005328     0.000028     0.000714
   4788.87       0.000000    -0.003747     0.000014     0.000353
   4789.25       0.000000    -0.005092     0.000026     0.000652
   4789.49       0.000000    -0.003859     0.000015     0.000374
   4790.44       0.000000    -0.024205     0.000586     0.014731
   4801.76       0.000000    -0.001700     0.000003     0.000073
   4805.92       0.000000     0.001867     0.000003     0.000088
   4823.87       0.000000     0.037444     0.001402     0.035254
   4828.44       0.000000     0.001305     0.000002     0.000043
   4829.59       0.000000    -0.008387     0.000070     0.001769
   4829.79       0.000000     0.008243     0.000068     0.001708
   4832.62       0.000000    -0.002844     0.000008     0.000203
   4836.20       0.000000    -0.018772     0.000352     0.008861
   4840.57       0.000000     0.004882     0.000024     0.000599
   4844.32       0.000000    -0.047687     0.002274     0.057179
   4846.41       0.000000     0.005008     0.000025     0.000631
   4850.22       0.000000     0.075318     0.005673     0.142640
   4860.89       0.000000     0.031628     0.001000     0.025152
   4872.86       0.000000    -0.005728     0.000033     0.000825
   4876.62       0.000000     0.001821     0.000003     0.000083
   4882.98       0.000000     0.051339     0.002636     0.066273
   4890.31       0.000000     0.004225     0.000018     0.000449
   4894.04       0.000000     0.004783     0.000023     0.000575
   4897.50       0.000000     0.018707     0.000350     0.008800
   4902.16       0.000000    -0.041721     0.001741     0.043767
   4917.18       0.000000     0.003412     0.000012     0.000293
   4939.83       0.000000    -0.003868     0.000015     0.000376
   4942.64       0.000000    -0.097972     0.009599     0.241352
   4946.84       0.000000     0.007368     0.000054     0.001365
   4956.31       0.000000     0.001860     0.000003     0.000087
   4963.90       0.000000     0.007252     0.000053     0.001322
   4967.16       0.000000     0.013071     0.000171     0.004296
   4970.46       0.000000    -0.019467     0.000379     0.009529
   4971.77       0.000000     0.021573     0.000465     0.011702
   4990.36       0.000000     0.001106     0.000001     0.000031
   4990.62       0.000000    -0.010910     0.000119     0.002993
   4994.37       0.000000     0.003374     0.000011     0.000286
   4996.49       0.000000     0.003126     0.000010     0.000246
   4996.81       0.000000    -0.001119     0.000001     0.000031
   5008.52       0.000000     0.025116     0.000631     0.015861
   5009.97       0.000000    -0.008748     0.000077     0.001924
   5010.88       0.000000     0.035106     0.001232     0.030989
   5012.28       0.000000    -0.053257     0.002836     0.071319
   5036.64       0.000000     0.008889     0.000079     0.001987
   5039.50       0.000000    -0.007597     0.000058     0.001451
   5040.06       0.000000    -0.002264     0.000005     0.000129
   5047.76       0.000000    -0.007272     0.000053     0.001330
   5047.86       0.000000     0.009053     0.000082     0.002061
   5048.83       0.000000    -0.042054     0.001769     0.044470
   5065.22       0.000000     0.002976     0.000009     0.000223
   5074.06       0.000000    -0.003938     0.000016     0.000390
   5091.61       0.000000     0.003682     0.000014     0.000341
   5097.16       0.000000    -0.003515     0.000012     0.000311
   5112.11       0.000000    -0.005025     0.000025     0.000635
   5114.54       0.000000     0.007779     0.000061     0.001521
